353.8,11.4
353.6,11.6
353.4,11.8
353.1,12.1
352.9,12.3
352.7,12.5
352.5,12.7
352.3,12.9
352.2,13.0
352.0,13.2
351.8,13.4
351.6,13.6
351.3,13.6
351.1,13.8
350.9,14.0
350.8,14.1
383.7,0.1
369.3,0.1
360.9,0.1
356.9,1.1
355.4,2.6
354.1,3.9
353.0,5.0
351.9,5.8
351.1,6.6
350.4,7.3
349.7,8.0
349.1,8.6
348.6,9.1
348.1,9.6
347.6,10.1
346.9,10.5
346.5,10.9
346.1,11.3
345.7,11.7
345.4,12.0
345.0,12.4
344.7,12.7
344.4,13.0
344.1,13.3
343.8,13.6
343.6,13.8
343.1,14.0
342.9,14.2
342.6,14.5
342.4,14.7
342.2,14.9
341.9,15.2
341.7,15.4
341.5,15.6
341.3,15.8
341.1,16.0
340.9,16.2
340.7,16.4
340.6,16.5
340.2,16.6
340.0,16.8
339.9,16.9
339.7,17.1
339.5,17.3
339.4,17.4
339.2,17.6
339.1,17.7
338.9,17.9
338.8,18.0
338.6,18.2
383.7,0.1
372.9,1.9
370.1,4.7
367.9,6.6
366.4,8.1
365.1,9.4
364.1,10.4
363.1,11.4
362.1,12.1
361.4,12.8
360.7,13.5
360.1,14.1
359.6,14.6
358.9,15.0
358.4,15.5
357.9,16.0
357.5,16.4
357.1,16.8
356.7,17.2
356.4,17.5
356.1,17.8
355.5,18.1
355.2,18.4
354.9,18.7
354.6,19.0
354.4,19.2
354.1,19.5
353.9,19.7
353.6,20.0
353.4,20.2
353.0,20.3
352.7,20.6
352.5,20.8
352.3,21.0
352.1,21.2
351.9,21.4
351.7,21.6
351.6,21.7
351.4,21.9
351.2,22.1
351.0,22.3
350.7,22.3
350.5,22.5
350.3,22.7
350.2,22.8
350.0,23.0
349.9,23.1
349.7,23.3
349.6,23.4
349.5,23.5
383.7,0.1
369.3,0.1
360.9,0.1
354.9,0.1
350.4,0.1
346.5,0.1
343.2,0.1
340.7,0.2
339.9,1.0
339.2,1.7
338.5,2.4
337.9,3.0
337.4,3.5
336.8,4.1
336.4,4.5
335.9,5.0
335.5,5.4
335.1,5.8
334.7,6.2
334.4,6.5
334.0,6.9
333.7,7.2
333.4,7.5
332.9,7.7
332.6,8.0
332.4,8.2
332.1,8.5
331.8,8.8
331.6,9.0
331.4,9.2
331.1,9.5
330.9,9.7
330.7,9.9
330.5,10.1
330.3,10.3
330.1,10.5
329.9,10.7
329.7,10.9
329.6,11.0
329.4,11.2
329.2,11.4
328.8,11.5
328.7,11.6
328.5,11.8
328.4,11.9
328.2,12.1
328.1,12.2
327.9,12.4
327.8,12.5
327.6,12.7
351.9,0.1
339.6,0.1
332.4,0.1
330.5,1.7
329.2,3.0
327.9,4.0
327.0,4.9
326.2,5.7
325.5,6.4
324.9,7.0
324.3,7.6
323.8,8.1
323.4,8.5
322.9,9.0
322.5,9.4
322.1,9.8
321.6,10.0
321.2,10.4
320.9,10.7
320.6,11.0
320.3,11.3
320.1,11.5
319.8,11.8
319.5,12.1
319.3,12.3
319.1,12.5
318.9,12.7
318.6,13.0
318.4,13.2
318.2,13.4
317.8,13.5
317.7,13.6
317.5,13.8
317.3,14.0
317.1,14.2
317.0,14.3
316.8,14.5
316.6,14.7
316.5,14.8
316.3,15.0
316.2,15.1
316.1,15.2
315.9,15.4
315.8,15.5
315.6,15.7
315.5,15.8
315.4,15.9
315.3,16.0
315.1,16.2
315.0,16.3
351.9,0.1
343.8,2.2
341.4,4.6
339.7,6.3
338.4,7.6
337.1,8.6
336.2,9.5
335.4,10.3
334.7,11.0
334.1,11.6
333.6,12.1
332.8,12.6
332.4,13.0
331.9,13.5
331.5,13.9
331.1,14.3
330.8,14.6
330.5,14.9
330.1,15.3
329.8,15.6
329.5,15.9
329.1,16.0
328.8,16.3
328.6,16.5
328.3,16.8
328.1,17.0
327.9,17.2
327.6,17.5
327.4,17.7
327.2,17.9
327.0,18.1
326.9,18.2
326.7,18.4
326.5,18.6
326.1,18.7
326.0,18.8
325.8,19.0
325.6,19.2
325.5,19.3
325.3,19.5
325.2,19.6
325.1,19.7
324.9,19.9
324.8,20.0
324.7,20.1
324.5,20.3
324.4,20.4
324.3,20.5
324.2,20.6
324.0,20.8
351.6,0.1
339.6,0.1
332.4,0.1
327.3,0.1
323.4,0.1
320.1,0.1
317.8,0.3
317.0,1.1
316.3,1.8
315.7,2.4
315.1,3.0
314.6,3.5
314.1,4.0
313.7,4.4
313.3,4.8
312.9,5.2
312.6,5.5
312.2,5.9
311.9,6.2
311.4,6.4
311.1,6.7
310.8,7.0
310.6,7.2
310.3,7.5
310.1,7.7
309.9,7.9
309.6,8.2
309.4,8.4
309.2,8.6
309.0,8.8
308.8,9.0
308.6,9.2
308.5,9.3
308.3,9.5
308.1,9.7
307.9,9.9
307.8,10.0
307.6,10.2
307.5,10.3
307.3,10.5
307.2,10.6
306.8,10.7
306.7,10.8
306.6,10.9
306.4,11.1
306.3,11.2
306.2,11.3
306.1,11.4
305.9,11.6
305.8,11.7
444.6,0.1
426.0,0.1
414.9,0.1
409.4,1.1
407.4,3.1
405.7,4.8
404.4,6.1
403.2,7.3
401.9,8.3
401.0,9.2
400.1,10.1
399.3,10.9
398.6,11.6
397.8,12.1
397.1,12.8
396.6,13.3
396.0,13.9
395.5,14.4
395.0,14.9
394.6,15.3
393.9,15.7
393.5,16.1
393.1,16.5
392.7,16.9
392.4,17.2
392.0,17.6
391.7,17.9
391.3,18.3
390.8,18.5
390.5,18.8
390.2,19.1
390.0,19.3
389.7,19.6
389.4,19.9
389.2,20.1
388.9,20.4
388.7,20.6
388.4,20.9
388.0,21.0
387.8,21.2
387.5,21.5
387.3,21.7
387.1,21.9
386.9,22.1
386.7,22.3
386.5,22.5
386.3,22.7
386.1,22.9
385.7,23.0
385.6,23.1
444.6,0.1
430.4,2.3
426.7,6.0
424.0,8.4
422.0,10.4
420.3,12.1
418.8,13.3
417.6,14.5
416.5,15.6
415.4,16.4
414.5,17.3
413.7,18.1
413.0,18.8
412.4,19.4
411.5,20.0
411.0,20.5
410.4,21.1
409.9,21.6
409.2,22.0
408.8,22.4
408.3,22.9
407.9,23.3
407.5,23.7
407.1,24.1
406.8,24.4
406.2,24.7
405.9,25.0
405.6,25.3
405.2,25.7
404.9,26.0
404.6,26.3
404.4,26.5
403.9,26.7
403.6,27.0
403.4,27.2
403.1,27.5
402.9,27.7
402.6,28.0
402.4,28.2
402.2,28.4
401.7,28.6
401.5,28.8
401.3,29.0
401.1,29.2
400.9,29.4
400.7,29.6
400.5,29.8
400.3,30.0
400.1,30.2
400.0,30.3
444.3,0.1
425.7,0.1
414.9,0.1
407.1,0.1
401.1,0.1
396.3,0.1
392.1,0.1
388.5,0.1
387.1,0.9
386.2,1.8
385.3,2.7
384.5,3.5
383.8,4.2
383.1,4.9
382.5,5.5
381.9,6.1
381.4,6.6
380.9,7.1
380.4,7.6
379.7,8.0
379.3,8.4
378.9,8.8
378.5,9.2
378.1,9.6
377.8,9.9
377.4,10.3
377.1,10.6
376.7,11.0
376.4,11.3
376.1,11.6
375.8,11.9
375.3,12.1
375.1,12.3
374.8,12.6
374.5,12.9
374.3,13.1
374.0,13.4
373.8,13.6
373.6,13.8
373.3,14.1
373.1,14.3
372.9,14.5
372.7,14.7
372.5,14.9
372.1,15.0
371.9,15.2
371.7,15.4
371.5,15.6
371.3,15.8
371.1,16.0
412.2,0.1
395.7,0.1
386.1,0.1
380.8,0.9
379.0,2.7
377.6,4.1
376.3,5.4
375.3,6.4
374.3,7.4
373.5,8.2
372.5,8.9
371.9,9.5
371.2,10.2
370.6,10.8
370.1,11.3
369.6,11.8
369.1,12.3
368.4,12.7
368.0,13.1
367.6,13.5
367.2,13.9
366.8,14.3
366.5,14.6
366.2,14.9
365.8,15.3
365.5,15.6
365.0,15.8
364.7,16.1
364.4,16.4
364.2,16.6
363.9,16.9
363.7,17.1
363.4,17.4
363.2,17.6
363.0,17.8
362.7,18.1
362.5,18.3
362.1,18.4
361.9,18.6
361.7,18.8
361.5,19.0
361.3,19.2
361.1,19.4
360.9,19.6
360.8,19.7
360.6,19.9
360.4,20.1
360.3,20.2
360.1,20.4
359.7,20.5
412.2,0.1
399.3,1.9
396.1,5.1
393.8,7.4
392.0,9.2
390.4,10.5
389.1,11.8
388.1,12.8
387.1,13.8
386.1,14.5
385.3,15.3
384.7,15.9
384.0,16.6
383.4,17.2
382.7,17.6
382.2,18.1
381.7,18.6
381.2,19.1
380.8,19.5
380.4,19.9
379.8,20.2
379.4,20.6
379.1,20.9
378.8,21.2
378.4,21.6
378.1,21.9
377.8,22.2
377.3,22.4
377.1,22.6
376.8,22.9
376.5,23.2
376.3,23.4
376.0,23.7
375.8,23.9
375.6,24.1
375.3,24.4
374.9,24.5
374.7,24.7
374.5,24.9
374.3,25.1
374.1,25.3
373.9,25.5
373.7,25.7
373.5,25.9
373.4,26.0
373.2,26.2
372.8,26.3
372.7,26.4
372.5,26.6
372.3,26.8
411.9,0.1
395.4,0.1
385.8,0.1
378.9,0.1
373.8,0.1
369.3,0.1
365.7,0.1
362.7,0.1
361.3,0.9
360.5,1.7
359.5,2.4
358.8,3.1
358.2,3.7
357.6,4.3
357.1,4.8
356.6,5.3
356.1,5.8
355.6,6.3
355.2,6.7
354.8,7.1
354.4,7.5
354.0,7.9
353.7,8.2
353.3,8.6
352.8,8.8
352.5,9.1
352.2,9.4
351.9,9.7
351.6,10.0
351.4,10.2
351.1,10.5
350.9,10.7
350.6,11.0
350.4,11.2
350.1,11.5
349.9,11.7
349.7,11.9
349.5,12.1
349.1,12.2
348.9,12.4
348.7,12.6
348.5,12.8
348.3,13.0
348.1,13.2
347.9,13.4
347.8,13.5
347.6,13.7
347.4,13.9
347.3,14.0
347.1,14.2
379.8,0.1
365.7,0.1
357.3,0.1
353.1,1.0
351.5,2.6
350.3,3.8
349.2,4.9
348.3,5.8
347.5,6.6
346.7,7.4
346.1,8.0
345.3,8.5
344.7,9.1
344.2,9.6
343.7,10.1
343.3,10.5
342.9,10.9
342.5,11.3
342.1,11.7
341.7,12.1
341.2,12.3
340.9,12.6
340.6,12.9
340.3,13.2
340.0,13.5
339.7,13.8
339.5,14.0
339.2,14.3
339.0,14.5
338.7,14.8
338.5,15.0
338.3,15.2
337.9,15.3
337.7,15.5
337.5,15.7
337.3,15.9
337.1,16.1
336.9,16.3
336.7,16.5
336.5,16.7
336.4,16.8
336.2,17.0
336.0,17.2
335.9,17.3
335.7,17.5
335.6,17.6
335.2,17.7
335.1,17.8
334.9,18.0
334.8,18.1
380.1,0.1
369.1,1.8
366.3,4.6
364.3,6.6
362.7,8.2
361.3,9.3
360.2,10.4
359.3,11.3
358.5,12.1
357.7,12.9
356.9,13.4
356.3,14.0
355.7,14.6
355.2,15.1
354.7,15.6
354.3,16.0
353.9,16.4
353.3,16.7
352.9,17.1
352.5,17.5
352.2,17.8
351.9,18.1
351.6,18.4
351.3,18.7
351.0,19.0
350.5,19.2
350.3,19.4
350.0,19.7
349.8,19.9
349.5,20.2
349.3,20.4
349.1,20.6
348.9,20.8
348.7,21.0
348.5,21.2
348.1,21.3
347.9,21.5
347.7,21.7
347.5,21.9
347.3,22.1
347.2,22.2
347.0,22.4
346.8,22.6
346.7,22.7
346.5,22.9
346.4,23.0
346.2,23.2
346.1,23.3
345.7,23.4
345.6,23.5
379.8,0.1
365.4,0.1
357.0,0.1
351.0,0.1
346.5,0.1
342.6,0.1
339.6,0.1
337.1,0.2
336.2,1.1
335.5,1.8
334.9,2.4
334.3,3.0
333.7,3.6
333.2,4.1
332.7,4.6
332.1,4.9
331.6,5.4
331.2,5.8
330.9,6.1
330.5,6.5
330.2,6.8
329.9,7.1
329.6,7.4
329.3,7.7
329.0,8.0
328.7,8.3
328.4,8.6
328.2,8.8
328.0,9.0
327.7,9.3
327.5,9.5
327.3,9.7
326.9,9.8
326.7,10.0
326.4,10.3
326.3,10.4
326.1,10.6
325.9,10.8
325.7,11.0
325.5,11.2
325.4,11.3
325.2,11.5
325.0,11.7
324.9,11.8
324.7,12.0
324.6,12.1
324.4,12.3
324.3,12.4
324.1,12.6
324.0,12.7
348.0,0.1
335.7,0.1
328.8,0.1
326.7,1.6
325.3,3.0
324.3,4.0
323.4,4.9
322.6,5.7
321.9,6.4
321.3,7.0
320.5,7.5
320.0,8.0
319.5,8.5
319.1,8.9
318.7,9.3
318.3,9.7
317.9,10.1
317.6,10.4
317.3,10.7
317.0,11.0
316.7,11.3
316.4,11.6
315.9,11.8
315.7,12.0
315.5,12.2
315.2,12.5
315.0,12.7
314.8,12.9
314.6,13.1
314.4,13.3
314.2,13.5
314.0,13.7
313.8,13.9
313.6,14.1
313.5,14.2
313.3,14.4
313.1,14.6
313.0,14.7
312.8,14.9
312.7,15.0
312.3,15.1
312.2,15.2
312.1,15.3
311.9,15.5
311.8,15.6
311.7,15.7
311.5,15.9
311.4,16.0
311.3,16.1
311.2,16.2
348.0,0.1
340.1,2.3
337.6,4.5
335.9,6.2
334.5,7.6
333.5,8.6
332.6,9.5
331.8,10.3
330.9,10.9
330.3,11.5
329.7,12.1
329.2,12.6
328.7,13.1
328.3,13.5
327.9,13.9
327.5,14.3
326.9,14.6
326.6,14.9
326.3,15.2
326.0,15.5
325.7,15.8
325.4,16.1
325.2,16.3
324.9,16.6
324.7,16.8
324.4,17.1
324.2,17.3
323.8,17.4
323.6,17.6
323.4,17.8
323.2,18.0
323.0,18.2
322.8,18.4
322.7,18.5
322.5,18.7
322.3,18.9
322.2,19.0
322.0,19.2
321.8,19.4
321.7,19.5
321.6,19.6
321.4,19.8
321.1,19.8
320.9,20.0
320.8,20.1
320.7,20.2
320.5,20.4
320.4,20.5
320.3,20.6
320.2,20.7
348.0,0.1
335.7,0.1
328.5,0.1
323.4,0.1
319.5,0.1
316.5,0.1
314.1,0.4
313.4,1.1
312.7,1.8
311.8,2.4
311.3,2.9
310.8,3.4
310.3,3.9
309.9,4.3
309.5,4.7
309.1,5.1
308.7,5.5
308.4,5.8
308.1,6.1
307.8,6.4
307.5,6.7
307.2,7.0
306.9,7.3
306.7,7.5
306.4,7.8
306.2,8.0
306.0,8.2
305.8,8.4
305.6,8.6
305.2,8.7
305.0,8.9
304.8,9.1
304.6,9.3
304.4,9.5
304.3,9.6
304.1,9.8
303.9,10.0
303.8,10.1
303.6,10.3
303.5,10.4
303.3,10.6
303.2,10.7
303.0,10.9
302.9,11.0
302.8,11.1
302.7,11.2
302.5,11.4
302.4,11.5
302.3,11.6
302.2,11.7
424.5,0.1
405.9,0.1
395.1,0.1
389.7,1.3
387.5,3.2
385.9,4.8
384.5,6.2
383.3,7.4
382.3,8.4
381.3,9.4
380.3,10.1
379.5,10.9
378.8,11.6
378.1,12.3
377.5,12.9
376.9,13.5
376.2,13.9
375.7,14.4
375.2,14.9
374.7,15.4
374.3,15.8
373.9,16.2
373.5,16.6
373.1,17.0
372.5,17.3
372.2,17.6
371.9,17.9
371.5,18.3
371.2,18.6
370.9,18.9
370.6,19.2
370.3,19.5
370.1,19.7
369.6,19.9
369.3,20.2
369.1,20.4
368.8,20.7
368.6,20.9
368.4,21.1
368.1,21.4
367.9,21.6
367.7,21.8
367.5,22.0
367.1,22.1
366.9,22.3
366.7,22.5
366.5,22.7
366.3,22.9
366.1,23.1
365.9,23.3
424.8,0.1
410.6,2.3
406.9,6.0
404.4,8.5
402.2,10.4
400.5,12.1
399.1,13.5
397.9,14.7
396.7,15.6
395.8,16.5
394.9,17.4
394.1,18.2
393.2,18.8
392.5,19.5
391.9,20.1
391.3,20.7
390.6,21.1
390.1,21.6
389.6,22.1
389.1,22.6
388.7,23.0
388.3,23.4
387.7,23.7
387.3,24.1
387.0,24.4
386.6,24.8
386.3,25.1
385.9,25.5
385.6,25.8
385.1,26.0
384.8,26.3
384.5,26.6
384.3,26.8
384.0,27.1
383.7,27.4
383.5,27.6
383.0,27.8
382.8,28.0
382.6,28.2
382.3,28.5
382.1,28.7
381.9,28.9
381.7,29.1
381.5,29.3
381.3,29.5
381.1,29.7
380.7,29.8
380.5,30.0
380.3,30.2
380.1,30.4
424.5,0.1
405.9,0.1
395.1,0.1
387.3,0.1
381.3,0.1
376.5,0.1
372.3,0.1
368.7,0.1
367.5,1.0
366.5,2.0
365.7,2.8
364.7,3.5
364.0,4.2
363.3,4.9
362.7,5.5
362.1,6.1
361.6,6.6
361.1,7.1
360.6,7.6
360.1,8.1
359.7,8.5
359.3,8.9
358.7,9.2
358.3,9.6
357.9,10.0
357.6,10.3
357.2,10.7
356.9,11.0
356.6,11.3
356.3,11.6
356.0,11.9
355.7,12.2
355.5,12.4
355.2,12.7
354.7,12.9
354.5,13.1
354.2,13.4
354.0,13.6
353.8,13.8
353.5,14.1
353.3,14.3
353.1,14.5
352.9,14.7
352.7,14.9
352.5,15.1
352.3,15.3
352.1,15.5
351.9,15.7
351.5,15.8
351.3,16.0
391.8,0.1
375.3,0.1
365.4,0.1
360.2,0.8
358.4,2.6
357.0,4.0
355.5,5.2
354.5,6.2
353.5,7.2
352.7,8.0
351.9,8.8
351.2,9.5
350.6,10.1
349.8,10.6
349.3,11.1
348.8,11.6
348.3,12.1
347.8,12.6
347.4,13.0
347.0,13.4
346.6,13.8
346.0,14.1
345.7,14.4
345.3,14.8
345.0,15.1
344.7,15.4
344.4,15.7
344.1,16.0
343.8,16.3
343.6,16.5
343.1,16.7
342.9,16.9
342.6,17.2
342.4,17.4
342.2,17.6
341.9,17.9
341.7,18.1
341.5,18.3
341.3,18.5
341.1,18.7
340.9,18.9
Not converged,Not converged
340.3,19.2
340.1,19.4
340.0,19.5
339.8,19.7
339.6,19.9
339.4,20.1
339.3,20.2
339.1,20.4
391.8,0.1
378.7,1.8
375.5,5.0
373.2,7.3
371.2,9.0
369.8,10.4
368.5,11.7
367.5,12.7
366.3,13.6
365.5,14.4
364.7,15.2
364.1,15.8
363.4,16.5
362.6,17.0
362.1,17.5
361.6,18.0
361.1,18.5
360.6,19.0
360.0,19.3
359.6,19.7
359.2,20.1
358.8,20.5
358.5,20.8
358.2,21.1
357.8,21.5
357.3,21.7
357.0,22.0
356.7,22.3
356.5,22.5
356.2,22.8
355.9,23.1
355.7,23.3
355.4,23.6
355.2,23.8
354.8,23.9
354.5,24.2
354.3,24.4
354.1,24.6
353.9,24.8
353.7,25.0
353.5,25.2
353.3,25.4
353.1,25.6
352.7,25.7
352.6,25.8
352.4,26.0
352.2,26.2
352.1,26.3
351.9,26.5
351.7,26.7
391.5,0.1
375.0,0.1
365.4,0.1
358.8,0.1
353.4,0.1
348.9,0.1
345.3,0.1
342.3,0.1
340.3,0.6
339.5,1.4
338.7,2.2
338.0,2.9
337.4,3.5
336.8,4.1
336.3,4.6
335.8,5.1
335.3,5.6
334.8,6.1
334.4,6.5
334.0,6.9
333.6,7.3
333.2,7.7
332.9,8.0
332.3,8.3
332.0,8.6
331.7,8.9
331.4,9.2
331.1,9.5
330.8,9.8
330.6,10.0
330.3,10.3
330.1,10.5
329.8,10.8
329.6,11.0
329.3,11.3
329.1,11.5
328.9,11.7
328.5,11.8
328.3,12.0
328.1,12.2
327.9,12.4
327.7,12.6
327.5,12.8
327.3,13.0
327.2,13.1
327.0,13.3
326.8,13.5
326.6,13.7
326.5,13.8
326.3,14.0
359.1,0.1
344.7,0.1
336.3,0.1
331.3,0.6
329.7,2.2
328.3,3.3
327.2,4.4
326.3,5.3
325.5,6.1
324.7,6.9
324.1,7.5
323.5,8.1
322.9,8.7
322.2,9.1
321.7,9.6
321.3,10.0
320.9,10.4
320.5,10.8
320.1,11.2
319.7,11.6
319.4,11.9
319.1,12.2
318.6,12.4
318.3,12.7
318.0,13.0
317.7,13.3
317.5,13.5
317.2,13.8
317.0,14.0
316.7,14.3
316.5,14.5
316.3,14.7
316.1,14.9
315.9,15.1
315.5,15.2
315.3,15.4
315.1,15.6
314.9,15.8
314.7,16.0
314.6,16.1
314.4,16.3
314.2,16.5
314.1,16.6
313.9,16.8
313.7,17.0
313.6,17.1
313.4,17.3
313.3,17.4
312.9,17.5
312.8,17.6
359.1,0.1
347.3,1.4
344.5,4.2
342.5,6.2
340.9,7.8
339.5,8.9
338.4,10.0
337.5,10.9
336.7,11.7
335.9,12.5
335.1,13.0
334.5,13.6
333.9,14.2
333.4,14.7
332.9,15.2
332.5,15.6
331.9,15.9
331.5,16.3
331.1,16.7
330.8,17.0
330.4,17.4
330.1,17.7
329.8,18.0
329.5,18.3
329.0,18.5
328.7,18.8
328.5,19.0
328.2,19.3
328.0,19.5
327.7,19.8
327.5,20.0
327.3,20.2
327.1,20.4
326.9,20.6
326.5,20.7
326.3,20.9
326.1,21.1
325.9,21.3
325.7,21.5
325.6,21.6
325.4,21.8
325.2,22.0
325.1,22.1
324.9,22.3
324.7,22.5
324.4,22.5
324.2,22.7
324.1,22.8
324.0,22.9
323.8,23.1
358.8,0.1
344.7,0.1
336.3,0.1
330.3,0.1
325.5,0.1
321.9,0.1
318.6,0.1
315.9,0.1
314.1,0.4
313.3,1.2
312.7,1.8
312.1,2.4
311.5,3.0
311.0,3.5
310.5,4.0
310.1,4.4
309.7,4.8
309.3,5.2
308.9,5.6
308.5,6.0
308.0,6.2
307.7,6.5
307.4,6.8
307.1,7.1
306.8,7.4
306.5,7.7
306.3,7.9
306.0,8.2
305.8,8.4
305.5,8.7
305.3,8.9
305.1,9.1
304.9,9.3
304.7,9.5
304.5,9.7
304.3,9.9
303.9,10.0
303.7,10.2
303.5,10.4
303.3,10.6
303.2,10.7
303.0,10.9
302.8,11.1
302.7,11.2
302.5,11.4
302.4,11.5
302.2,11.7
302.1,11.8
301.9,12.0
301.8,12.1
326.4,0.1
314.4,0.1
307.2,0.1
303.1,0.6
301.8,1.9
300.7,3.0
299.8,3.9
299.0,4.7
298.3,5.4
297.7,6.0
297.1,6.6
296.4,7.0
295.9,7.5
295.5,7.9
295.1,8.3
294.7,8.7
294.4,9.0
294.0,9.4
293.7,9.7
293.4,10.0
293.1,10.3
292.8,10.6
292.6,10.8
292.1,11.0
291.9,11.2
291.7,11.4
291.4,11.7
291.2,11.9
291.0,12.1
290.8,12.3
290.6,12.5
290.4,12.7
290.3,12.8
290.1,13.0
289.9,13.2
289.7,13.4
289.6,13.5
289.2,13.6
289.1,13.7
288.9,13.9
288.8,14.0
288.6,14.2
288.5,14.3
288.4,14.4
288.2,14.6
288.1,14.7
288.0,14.8
287.8,15.0
287.7,15.1
287.6,15.2
326.7,0.1
316.8,1.3
314.4,3.7
312.7,5.4
311.2,6.6
310.1,7.7
309.2,8.6
308.4,9.4
307.7,10.1
307.1,10.7
306.3,11.2
305.8,11.7
305.3,12.2
304.9,12.6
304.5,13.0
304.1,13.4
303.8,13.7
303.2,14.0
302.9,14.3
302.6,14.6
302.3,14.9
302.0,15.2
301.8,15.4
301.5,15.7
301.3,15.9
301.1,16.1
300.8,16.4
300.4,16.5
300.2,16.7
300.0,16.9
299.8,17.1
299.6,17.3
299.5,17.4
299.3,17.6
299.1,17.8
298.9,18.0
298.8,18.1
298.6,18.3
298.5,18.4
298.3,18.6
298.2,18.7
297.8,18.8
297.7,18.9
297.6,19.0
297.4,19.2
297.3,19.3
297.2,19.4
297.0,19.6
296.9,19.7
